participant_id,age,gender,hearing_problems,speech_problems,years_actively_using_music_tech,frequency_using_music_tech,years_actively_making_music,frequency_making_music,years_actively_singing,frequency_singing
4924368513662976,30,m,False,False,15.0,Once or twice a month,12.0,More than once or twice a week,0.0,Less than once or twice a year
4982315608440832,30,m,False,False,36.0,Once or twice a year,3.0,Once or twice a month,0.0,Never
5148362265329664,30,m,False,False,0.0,Never,0.0,Never,0.0,Never
5152971570544640,30,m,False,False,2.0,Less than once or twice a year,22.0,Once or twice a year,0.0,Less than once or twice a year
5223247503163392,30,m,False,False,0.0,Never,0.0,Never,0.0,Never
5247508095696896,30,f,False,False,0.0,Never,0.0,Never,20.0,More than once or twice a week
5461871725379584,30,f,True,False,0.0,Never,0.0,Never,20.0,Once or twice a week
5513208597053440,30,f,False,False,0.0,Never,0.0,Never,0.0,Once or twice a week
5684961520648192,30,f,False,False,0.0,Never,0.0,Never,0.0,Never
5699349795307520,30,m,False,True,0.0,Never,0.0,Never,0.0,Never
5731253819015168,30,f,False,False,0.0,Never,0.0,Never,0.0,Never
5846556511043584,30,f,False,False,88.0,Once or twice a month,28.0,Once or twice a month,0.0,Never
5958778637778944,30,f,False,False,0.0,Never,0.0,Never,0.0,Never
6109253152538624,30,f,False,False,0.0,Never,0.0,Never,30.0,More than once or twice a week
6216280315002880,30,m,False,False,15.0,More than once or twice a week,0.0,Never,0.0,Never
6222772225179648,30,f,False,False,44.0,Once or twice a week,84.0,Once or twice a week,92.0,More than once or twice a week
6373408002539520,30,f,False,False,3.0,Once or twice a year,1.0,Less than once or twice a year,1.0,More than once or twice a week
6522630601441280,30,m,False,False,2.0,Once or twice a year,0.0,Never,0.0,Never
4665962007625728,31,m,False,False,103.0,Never,0.0,Never,0.0,Once or twice a month
4666692756045824,31,f,False,False,0.0,Never,0.0,Never,0.0,Never
4794042361577472,31,m,False,False,5.0,Once or twice a month,5.0,Once or twice a month,5.0,Once or twice a month
4818118203408384,31,m,False,False,0.0,Never,0.0,Never,0.0,Never
4820957512335360,31,f,False,False,0.0,Never,0.0,Never,132.0,More than once or twice a week
4896775294943232,31,m,False,False,109.0,More than once or twice a week,21.0,More than once or twice a week,68.0,Once or twice a week
4914660411179008,31,f,False,False,0.0,Never,72.0,Never,25.0,More than once or twice a week
5096377122029568,31,m,False,False,0.0,Never,2.0,Once or twice a month,24.0,More than once or twice a week
5255353725878272,31,m,False,False,3.0,Once or twice a month,5.0,More than once or twice a week,0.0,Less than once or twice a year
5383821230866432,31,f,False,False,0.0,Never,20.0,More than once or twice a week,30.0,More than once or twice a week
5407080089387008,31,m,False,False,74.0,Once or twice a year,3.0,Once or twice a year,0.0,Never
5445914915241984,31,f,False,False,0.0,Never,0.0,Never,0.0,Never
5450837216198656,31,m,False,False,78.0,Once or twice a month,15.0,Once or twice a week,15.0,Once or twice a week
5572119911989248,31,m,False,False,1.0,Less than once or twice a year,0.0,Never,72.0,Once or twice a year
5603345196646400,31,m,False,False,2.0,Once or twice a month,4.0,Once or twice a month,0.0,Never
5642906408845312,31,m,False,False,1.0,Once or twice a year,0.0,Less than once or twice a year,0.0,Never
5713106038685696,31,m,False,False,73.0,Once or twice a month,4.0,Once or twice a year,0.0,Never
5761569644347392,31,f,False,False,0.0,Never,0.0,Never,30.0,Once or twice a week
5769978921877504,31,m,False,False,46.0,Never,20.0,Less than once or twice a year,33.0,Less than once or twice a year
5793651305218048,31,m,False,False,0.0,Never,0.0,Never,0.0,Never
5795051464556544,31,m,False,False,5.0,Less than once or twice a year,5.0,Less than once or twice a year,0.0,Never
6063355387183104,31,m,False,False,0.0,Never,17.0,Once or twice a week,0.0,Never
6208428913459200,31,m,False,False,0.0,Never,0.0,Never,0.0,Never
6282355568279552,31,m,False,False,0.0,Never,0.0,Less than once or twice a year,25.0,Never
6661235504316416,31,m,False,False,1.0,More than once or twice a week,0.0,Never,3.0,More than once or twice a week
4610855966605312,32,m,False,False,20.0,Once or twice a year,10.0,Once or twice a year,0.0,Never
4762624541589504,32,m,False,False,0.0,Never,0.0,Never,0.0,Never
4773479467450368,32,f,False,False,25.0,Less than once or twice a year,0.0,Never,0.0,Once or twice a week
4820509896212480,32,m,False,False,121.0,Once or twice a month,20.0,Once or twice a week,0.0,Never
4851771755200512,32,f,False,False,0.0,Never,75.0,Less than once or twice a year,0.0,Once or twice a year
4879869028597760,32,f,False,False,0.0,Less than once or twice a year,25.0,More than once or twice a week,25.0,More than once or twice a week
4947930100269056,32,m,False,False,0.0,Never,0.0,Never,0.0,Never
5424929906360320,32,m,False,False,12.0,Less than once or twice a year,0.0,Less than once or twice a year,0.0,More than once or twice a week
5542668650151936,32,m,False,False,10.0,Less than once or twice a year,0.0,Never,0.0,Never
5634612826996736,32,m,False,False,27.0,Once or twice a week,27.0,Once or twice a week,0.0,More than once or twice a week
5654313976201216,32,m,False,False,20.0,More than once or twice a week,25.0,Once or twice a month,0.0,Never
5655670581886976,32,m,False,True,0.0,Never,0.0,Once or twice a year,0.0,Once or twice a month
5669092556013568,32,m,False,False,0.0,Never,0.0,Never,0.0,Never
5677090456207360,32,m,False,False,10.0,Once or twice a week,0.0,Never,30.0,More than once or twice a week
5689413791121408,32,m,False,False,20.0,Once or twice a month,20.0,Once or twice a month,0.0,Never
6254227290587136,32,m,False,False,0.0,More than once or twice a week,0.0,More than once or twice a week,0.0,More than once or twice a week
6551699879624704,32,f,False,False,0.0,Never,0.0,Never,0.0,Never
6603531544952832,32,m,False,False,73.0,Less than once or twice a year,5.0,Once or twice a week,20.0,More than once or twice a week
6617218599092224,32,m,False,False,86.0,Once or twice a month,25.0,Once or twice a month,0.0,Never
4663874452193280,33,f,False,False,0.0,Never,0.0,Never,30.0,More than once or twice a week
4870606998732800,33,f,False,False,31.0,Less than once or twice a year,38.0,Less than once or twice a year,80.0,Once or twice a week
5072209273946112,33,m,False,False,0.0,Never,0.0,Less than once or twice a year,0.0,Once or twice a month
5092380923396096,33,f,False,False,20.0,Less than once or twice a year,19.0,Once or twice a week,30.0,More than once or twice a week
5190287454371840,33,m,False,False,0.0,Never,0.0,Never,0.0,Never
5197028673978368,33,f,False,False,3.0,Once or twice a month,1.0,Less than once or twice a year,22.0,More than once or twice a week
5422996969750528,33,m,False,False,12.0,More than once or twice a week,16.0,Once or twice a week,0.0,Never
5452421857804288,33,m,False,False,0.0,Never,0.0,Never,0.0,Never
5555089427136512,33,m,False,False,18.0,Once or twice a week,5.0,Once or twice a month,3.0,Once or twice a year
5609460357660672,33,f,False,False,26.0,Once or twice a month,7.0,Once or twice a year,5.0,Once or twice a month
5651351119855616,33,f,False,False,0.0,Never,0.0,Never,0.0,Less than once or twice a year
5684997289672704,33,f,False,False,0.0,Never,0.0,Never,26.0,Once or twice a month
5722960035840000,33,f,False,False,0.0,Never,0.0,Never,0.0,Less than once or twice a year
5752337612144640,33,f,False,False,0.0,Never,0.0,Never,0.0,Less than once or twice a year
5831122680283136,33,f,False,False,72.0,Once or twice a year,20.0,Once or twice a month,0.0,Never
5884820173357056,33,f,False,False,0.0,Never,0.0,Never,0.0,Less than once or twice a year
5915606901587968,33,m,False,False,72.0,Once or twice a year,0.0,Less than once or twice a year,0.0,Never
5965785272942592,33,f,False,False,0.0,Never,20.0,Once or twice a year,32.0,More than once or twice a week
6501768267563008,33,f,False,False,0.0,Never,0.0,Never,0.0,Never
5078126933573632,34,m,False,False,0.0,Never,0.0,Never,0.0,Never
5081841140760576,34,m,False,False,0.0,Less than once or twice a year,0.0,Never,32.0,More than once or twice a week
5104218591461376,34,f,False,False,15.0,Once or twice a month,15.0,Once or twice a week,27.0,Once or twice a month
5130871078125568,34,m,False,False,0.0,Never,0.0,Never,0.0,Never
5164320753188864,34,f,False,False,78.0,Once or twice a week,29.0,Once or twice a week,14.0,Once or twice a month
5383895587487744,34,m,False,False,0.0,Never,0.0,Never,0.0,Never
5645175091101696,34,m,False,False,70.0,Once or twice a week,2.0,Once or twice a month,62.0,More than once or twice a week
5650387168133120,34,m,False,False,80.0,More than once or twice a week,12.0,Once or twice a week,13.0,Once or twice a week
5668574207148032,34,f,False,False,1.0,Once or twice a year,30.0,Once or twice a week,10.0,More than once or twice a week
5677415934197760,34,m,True,False,0.0,Never,0.0,Never,0.0,Never
5679413765079040,34,m,False,False,16.0,Once or twice a month,0.0,Never,0.0,Never
5687181548978176,34,f,False,False,0.0,Never,0.0,Never,32.0,More than once or twice a week
5782941200285696,34,f,False,False,0.0,Never,0.0,Never,0.0,Never
5808346535821312,34,m,False,False,0.0,Never,0.0,Never,0.0,Never
5974441309765632,34,m,False,False,25.0,More than once or twice a week,92.0,More than once or twice a week,92.0,More than once or twice a week
6019086085521408,34,f,False,False,2.0,Less than once or twice a year,0.0,Never,0.0,Never
6027341952188416,34,m,False,False,50.0,Once or twice a month,50.0,Once or twice a month,20.0,Less than once or twice a year
6196282813054976,34,f,False,False,48.0,Less than once or twice a year,0.0,Never,20.0,Once or twice a week
6212152918540288,34,f,False,False,2.0,Once or twice a year,2.0,Once or twice a year,15.0,Once or twice a week
6290297029918720,34,m,False,False,0.0,Never,0.0,Never,0.0,Never
6393218874736640,34,m,False,False,0.0,Never,0.0,Never,0.0,Never
4774425098452992,35,f,False,False,0.0,Never,0.0,Never,0.0,Once or twice a month
4906822162972672,35,f,False,False,1.0,Less than once or twice a year,10.0,Once or twice a year,20.0,More than once or twice a week
5067365490360320,35,m,False,False,1.0,Once or twice a year,0.0,Never,0.0,Never
5068162005467136,35,m,False,False,0.0,Never,0.0,Never,1.0,Once or twice a week
5109097741418496,35,f,False,False,0.0,Never,0.0,Never,0.0,Never
5126658050752512,35,m,False,False,5.0,Once or twice a year,4.0,Once or twice a week,0.0,Never
5157863873839104,35,m,False,False,39.0,Once or twice a month,53.0,Less than once or twice a year,2.0,Once or twice a year
5173176170446848,35,m,False,False,3.0,Once or twice a week,8.0,More than once or twice a week,96.0,Once or twice a month
5416494456373248,35,m,False,False,20.0,Once or twice a year,0.0,Less than once or twice a year,0.0,Never
5479154069798912,35,m,False,False,28.0,Once or twice a month,16.0,Once or twice a year,25.0,Less than once or twice a year
5682526676844544,35,m,False,False,0.0,Never,0.0,Never,0.0,Never
5820401837932544,35,f,False,False,0.0,Never,0.0,Never,20.0,Once or twice a week
5883048298020864,35,m,False,False,75.0,Once or twice a week,81.0,More than once or twice a week,75.0,More than once or twice a week
5970629593399296,35,m,False,False,0.0,Never,0.0,Never,0.0,Never
6050116284710912,35,m,False,False,0.0,Never,0.0,Never,0.0,Never
6223562767597568,35,f,False,False,0.0,Never,32.0,Less than once or twice a year,33.0,More than once or twice a week
6328361647341568,35,f,False,False,46.0,More than once or twice a week,38.0,Once or twice a week,61.0,Once or twice a week
6343133046505472,35,f,False,False,26.0,Never,13.0,Once or twice a year,13.0,Once or twice a month
4759489551007744,36,f,False,False,0.0,Never,0.0,Never,0.0,Never
4851929930792960,36,m,False,False,0.0,Never,0.0,Never,0.0,Never
4881885381525504,36,f,False,False,0.0,Never,0.0,Never,0.0,More than once or twice a week
5055364412211200,36,m,False,False,74.0,Once or twice a year,0.0,Once or twice a year,0.0,Never
5640029049192448,36,m,False,False,87.0,Once or twice a year,5.0,Once or twice a month,98.0,Once or twice a year
5702427407810560,36,f,False,False,10.0,Once or twice a month,1.0,Less than once or twice a year,30.0,More than once or twice a week
5743573328723968,36,f,False,False,0.0,Never,0.0,More than once or twice a week,20.0,More than once or twice a week
5754661927649280,36,m,False,False,38.0,Once or twice a month,1.0,Once or twice a month,1.0,Once or twice a week
5849381861326848,36,f,False,False,0.0,Never,0.0,Never,0.0,Once or twice a month
6303826176901120,36,m,False,False,75.0,Less than once or twice a year,6.0,Once or twice a month,30.0,More than once or twice a week
6516211638599680,36,m,False,False,0.0,Never,0.0,Never,0.0,Never
6727958626566144,36,m,False,False,24.0,Less than once or twice a year,8.0,Once or twice a week,3.0,Once or twice a month
4682604200591360,37,f,False,False,0.0,Never,0.0,Never,35.0,Once or twice a week
4840445188243456,37,f,False,False,0.0,Never,0.0,Never,0.0,Never
4880434890539008,37,f,False,False,0.0,Never,0.0,Never,35.0,More than once or twice a week
5105956442603520,37,m,False,False,0.0,Never,0.0,Never,0.0,Once or twice a month
5418262372286464,37,f,False,False,32.0,More than once or twice a week,32.0,More than once or twice a week,33.0,More than once or twice a week
5524288807370752,37,f,False,False,2.0,Once or twice a month,34.0,Once or twice a year,0.0,Never
6240854507257856,37,m,False,False,72.0,Once or twice a year,8.0,Less than once or twice a year,0.0,Never
6265206971826176,37,m,False,False,77.0,Once or twice a month,10.0,Once or twice a month,10.0,Once or twice a week
6286298549583872,37,m,False,False,30.0,Once or twice a week,21.0,More than once or twice a week,30.0,More than once or twice a week
4599048900182016,38,m,False,False,28.0,Once or twice a month,12.0,Less than once or twice a year,0.0,Never
5079475955957760,38,f,False,False,4.0,Once or twice a year,10.0,Once or twice a year,30.0,Once or twice a week
5100433181769728,38,f,False,False,0.0,Never,0.0,Never,0.0,Once or twice a month
5368304990420992,38,f,False,False,16.0,Less than once or twice a year,88.0,Once or twice a year,0.0,Never
5421861554880512,38,f,False,False,15.0,Once or twice a year,3.0,Less than once or twice a year,0.0,Never
5644309118320640,38,m,False,False,0.0,Never,0.0,Never,0.0,Never
5692239946711040,38,f,False,False,0.0,Never,26.0,Once or twice a week,0.0,More than once or twice a week
5767364427644928,38,f,False,False,25.0,More than once or twice a week,33.0,Once or twice a week,35.0,Once or twice a week
5919420832546816,38,f,False,False,0.0,Never,0.0,Never,0.0,Never
6200624085467136,38,f,False,False,57.0,Once or twice a year,57.0,Once or twice a year,30.0,Once or twice a week
